dataset,model,mode,rounds_run,best_acc,round_best,time_s,traffic_MB_up,traffic_MB_down,traffic_MB_total,avg_MB_up_per_rounds
MNIST,auto,plain-topk,22,98.9100,12,108.9319,37.2838,0.0000,37.2838,1.6947
