dataset,model,mode,rounds_run,best_acc,round_best,best_elapsed_s,best_up_MB,time_s,traffic_MB_up,traffic_MB_down,traffic_MB_total,avg_MB_up_per_rounds,first_acc_at_least_90,first_round,first_elapsed_s,first_epoch_time_s,first_up_MB
MNIST,auto,plain-topk,100,6.1400,68,221.2107,10.6253,396.6864,15.6255,0.0000,15.6255,0.1563,,,,,
