round,acc,loss,up_bytes,down_bytes
1,96.37,0.1160,1777040,0
2,97.70,0.0670,1777040,0
3,98.42,0.0440,1777040,0
4,98.69,0.0390,1777040,0
5,98.62,0.0380,1777040,0
6,98.63,0.0330,1777040,0
7,98.81,0.0340,1777040,0
8,98.86,0.0310,1777040,0
9,98.73,0.0360,1777040,0
10,98.72,0.0390,1777040,0
11,98.72,0.0370,1777040,0
12,98.86,0.0360,1777040,0
13,98.75,0.0360,1777040,0
14,98.63,0.0430,1777040,0
15,98.65,0.0390,1777040,0
16,98.91,0.0350,1777040,0
17,98.78,0.0370,1777040,0
