round,acc,loss,up_bytes,down_bytes
1,94.72,0.1400,15043255,0
2,97.38,0.0600,15042956,0
3,97.80,0.0400,15044582,0
4,97.96,0.0400,15045384,0
5,98.04,0.0400,15045155,0
6,98.20,0.0300,15044525,0
7,98.02,0.0400,15043102,0
8,98.19,0.0300,15044572,0
9,98.26,0.0300,15044829,0
10,98.06,0.0400,15044059,0
11,98.23,0.0400,15042716,0
12,97.96,0.0400,15044122,0
13,97.77,0.0500,15044252,0
14,98.00,0.0400,15041716,0
15,98.01,0.0400,15043193,0
16,98.13,0.0400,15044611,0
