dataset,model,mode,rounds_run,best_acc,round_best,time_s,traffic_MB_up,traffic_MB_down,traffic_MB_total,avg_MB_up_per_rounds
MNIST,auto,enc-ckks-topk-0.2,19,98.3200,9,134.9780,121.1399,0.0000,121.1399,6.3757
