dataset,model,mode,rounds_run,best_acc,round_best,time_s,traffic_MB_up,traffic_MB_down,traffic_MB_total,avg_MB_up_per_rounds
MNIST,auto,plain-topk,19,98.9100,9,101.3714,32.1996,0.0000,32.1996,1.6947
