round,acc,loss,up_bytes,down_bytes
1,95.15,0.1300,30083280,0
2,97.11,0.0700,30086077,0
3,97.88,0.0400,30086024,0
4,98.08,0.0300,30085132,0
5,97.76,0.0400,30086823,0
6,98.20,0.0300,30087589,0
7,98.12,0.0300,30086331,0
8,98.15,0.0300,30083262,0
9,98.13,0.0300,30085742,0
10,98.06,0.0400,30082747,0
11,98.11,0.0400,30088691,0
12,98.11,0.0300,30086666,0
13,97.83,0.0500,30084452,0
14,98.20,0.0400,30083986,0
15,97.76,0.0500,30087674,0
16,98.14,0.0400,30089717,0
