dataset,model,mode,rounds_run,best_acc,round_best,time_s,traffic_MB_up,traffic_MB_down,traffic_MB_total,avg_MB_up_per_rounds
MNIST,auto,enc-ckks-topk-0.2,23,98.2300,13,123.3375,183.3099,0.0000,183.3099,7.9700
