dataset,model,mode,rounds_run,best_acc,round_best,time_s,traffic_MB_up,traffic_MB_down,traffic_MB_total,avg_MB_up_per_rounds
MNIST,auto,enc-ckks-topk-0.2,17,98.1600,7,92.5197,81.2968,0.0000,81.2968,4.7822
