dataset,model,mode,rounds_run,best_acc,round_best,time_s,traffic_MB_up,traffic_MB_down,traffic_MB_total,avg_MB_up_per_rounds
MNIST,auto,plain-topk,94,84.8400,84,407.9073,15.9282,0.0000,15.9282,0.1694
