round,acc,loss,up_bytes,down_bytes
1,94.73,0.1300,3343644,0
2,97.24,0.0600,3341324,0
3,97.87,0.0400,3343446,0
4,97.96,0.0400,3343369,0
5,97.97,0.0400,3342998,0
6,98.21,0.0300,3343171,0
7,98.21,0.0300,3343182,0
8,98.27,0.0300,3342213,0
9,98.13,0.0300,3342040,0
10,98.06,0.0400,3343211,0
11,98.03,0.0400,3343782,0
12,98.16,0.0300,3343283,0
13,98.14,0.0400,3343053,0
14,98.18,0.0400,3343261,0
15,98.09,0.0400,3343635,0
16,98.21,0.0400,3343249,0
