round,acc,loss,up_bytes,down_bytes
1,94.40,0.1500,8357391,0
2,97.29,0.0500,8357964,0
3,97.78,0.0400,8357778,0
4,98.02,0.0400,8357666,0
5,97.86,0.0400,8359650,0
6,98.09,0.0300,8357831,0
7,98.15,0.0300,8355706,0
8,98.29,0.0300,8355958,0
9,98.22,0.0300,8356758,0
10,98.07,0.0400,8357746,0
11,98.11,0.0300,8357805,0
12,98.28,0.0300,8358789,0
13,98.02,0.0400,8356578,0
14,98.16,0.0400,8357627,0
15,98.07,0.0400,8356311,0
16,98.34,0.0300,8357648,0
17,98.21,0.0300,8357435,0
18,98.19,0.0400,8355569,0
