round,acc,loss,up_bytes,down_bytes
1,94.65,0.1400,15044450,0
2,97.15,0.0600,15042666,0
3,97.91,0.0400,15042528,0
4,98.03,0.0400,15043635,0
5,97.96,0.0400,15043541,0
6,98.23,0.0300,15042182,0
7,98.01,0.0400,15042740,0
8,98.20,0.0300,15041656,0
9,98.15,0.0300,15044062,0
10,98.05,0.0400,15044678,0
11,98.05,0.0400,15043053,0
12,98.12,0.0400,15044282,0
13,98.08,0.0400,15044369,0
14,97.96,0.0400,15044789,0
15,98.22,0.0400,15043798,0
16,98.22,0.0400,15045284,0
