dataset,model,mode,rounds_run,best_acc,round_best,time_s,traffic_MB_up,traffic_MB_down,traffic_MB_total,avg_MB_up_per_rounds
MNIST,auto,enc-ckks-topk-0.1,18,98.2000,8,96.9479,86.0788,0.0000,86.0788,4.7821
