round,acc,loss,up_bytes,down_bytes
1,95.14,0.1200,5015528,0
2,97.36,0.0600,5015013,0
3,97.51,0.0500,5014305,0
4,97.85,0.0400,5014592,0
5,97.87,0.0400,5014265,0
6,98.07,0.0400,5014191,0
7,98.06,0.0300,5015198,0
8,98.20,0.0300,5015734,0
9,98.16,0.0300,5013389,0
10,98.01,0.0400,5015011,0
11,98.18,0.0400,5014486,0
12,98.17,0.0400,5013194,0
13,97.99,0.0500,5014425,0
14,98.29,0.0300,5013473,0
15,98.11,0.0400,5013936,0
16,98.18,0.0400,5014511,0
17,98.20,0.0400,5014162,0
18,98.08,0.0500,5014708,0
